Not found
ENSG00000141569
ENSG00000138709
ENSG00000184277
ENSG00000146122
ENSG00000141030
ENSG00000136444
ENSG00000173456
ENSG00000152219
ENSG00000006576
ENSG00000119328
ENSG00000028203
ENSG00000064666
ENSG00000165959
ENSG00000122550
ENSG00000156599
ENSG00000158301
ENSG00000065029
ENSG00000185222
ENSG00000184281
ENSG00000176407
ENSG00000155324
ENSG00000171497
ENSG00000138835
ENSG00000136867
ENSG00000184385
ENSG00000118985
ENSG00000142330
ENSG00000105248
ENSG00000135951
ENSG00000097021
ENSG00000096063
ENSG00000163006
ENSG00000181315
ENSG00000185482
ENSG00000139579
ENSG00000198858
ENSG00000143727
ENSG00000164002
ENSG00000132130
ENSG00000154099
ENSG00000271741
ENSG00000039560
ENSG00000163001
ENSG00000178974
ENSG00000118162
ENSG00000148688
ENSG00000158863
ENSG00000148341
ENSG00000149923
ENSG00000172375
ENSG00000198796
ENSG00000103021
ENSG00000122335
ENSG00000174374
ENSG00000198792
ENSG00000181827
ENSG00000198865
ENSG00000198863
ENSG00000163516
ENSG00000163510
ENSG00000103037
ENSG00000130940
ENSG00000130038
ENSG00000148335
ENSG00000147081
ENSG00000144712
ENSG00000138434
ENSG00000166900
ENSG00000108961
ENSG00000108469
ENSG00000170948
ENSG00000148671
ENSG00000165655
ENSG00000164136
ENSG00000032389
ENSG00000142039
ENSG00000162366
ENSG00000121486
ENSG00000183401
ENSG00000155755
ENSG00000141098
ENSG00000080007
ENSG00000135452
ENSG00000142459
ENSG00000114098
ENSG00000174197
ENSG00000103550
ENSG00000198874
ENSG00000213523
ENSG00000135148
ENSG00000169762
ENSG00000136816
ENSG00000143889
ENSG00000130813
ENSG00000103145
ENSG00000095574
ENSG00000155034
ENSG00000078403
ENSG00000165626
ENSG00000129757
ENSG00000204842
ENSG00000129250
ENSG00000198677
ENSG00000101882
ENSG00000169583
ENSG00000247746
ENSG00000129657
ENSG00000169599
ENSG00000175455
ENSG00000221963
ENSG00000067955
ENSG00000163132
ENSG00000163634
ENSG00000135968
ENSG00000132122
ENSG00000169180
ENSG00000143751
ENSG00000135775
ENSG00000086666
ENSG00000175318
ENSG00000161981
ENSG00000142661
ENSG00000176946
ENSG00000164253
ENSG00000178175
ENSG00000162241
ENSG00000147894
ENSG00000107372
ENSG00000128510
ENSG00000108306
ENSG00000182585
ENSG00000123119
ENSG00000204859
ENSG00000174276
ENSG00000166275
ENSG00000006114
ENSG00000198894
ENSG00000169683
ENSG00000158526
ENSG00000204628
ENSG00000122882
ENSG00000059728
ENSG00000064999
ENSG00000108021
ENSG00000163738
ENSG00000155506
ENSG00000105483
ENSG00000103269
ENSG00000083544
ENSG00000198612
ENSG00000198752
ENSG00000225485
ENSG00000155393
ENSG00000183354
ENSG00000163382
ENSG00000103061
ENSG00000003249
ENSG00000128606
ENSG00000122477
ENSG00000011258
ENSG00000142871
ENSG00000145194
ENSG00000169989
ENSG00000162616
ENSG00000165606
ENSG00000039600
ENSG00000173517
ENSG00000058091
ENSG00000116044
ENSG00000182095
ENSG00000100376
ENSG00000186193
ENSG00000188827
ENSG00000164031
ENSG00000106991
ENSG00000147041
ENSG00000189067
ENSG00000135698
ENSG00000162892
ENSG00000182319
ENSG00000125319
ENSG00000158793
ENSG00000162896
ENSG00000033122
ENSG00000122483
ENSG00000143633
ENSG00000197386
ENSG00000241839
ENSG00000124207
ENSG00000197771
ENSG00000173548
ENSG00000043514
ENSG00000101745
ENSG00000085511
ENSG00000163166
ENSG00000112584
ENSG00000103042
ENSG00000182329
ENSG00000139597
ENSG00000102886
ENSG00000163867
ENSG00000155666
ENSG00000156521
ENSG00000116691
ENSG00000135521
ENSG00000122359
ENSG00000164221
ENSG00000100097
ENSG00000110442
ENSG00000214717
ENSG00000155530
ENSG00000006432
ENSG00000102390
ENSG00000214029
ENSG00000197763
ENSG00000184203
ENSG00000022556
ENSG00000214711
ENSG00000006025
ENSG00000137501
ENSG00000171150
ENSG00000115808
ENSG00000092094
ENSG00000157110
ENSG00000132953
ENSG00000140093
ENSG00000154511
ENSG00000163877
ENSG00000163378
ENSG00000177324
ENSG00000134138
ENSG00000025800
ENSG00000163874
ENSG00000198746
ENSG00000135297
ENSG00000115183
ENSG00000152193
ENSG00000084070
ENSG00000115282
ENSG00000168826
ENSG00000165475
ENSG00000160193
ENSG00000175806
ENSG00000254093
ENSG00000089050
ENSG00000205643
ENSG00000150540
ENSG00000174607
ENSG00000123595
ENSG00000168137
ENSG00000153975
ENSG00000123594
ENSG00000144671
ENSG00000126461
ENSG00000154217
ENSG00000159899
ENSG00000244486
ENSG00000043093
ENSG00000018699
ENSG00000144674
ENSG00000188026
ENSG00000205730
ENSG00000189171
ENSG00000144401
ENSG00000107938
ENSG00000173786
ENSG00000122965
ENSG00000171823
ENSG00000106780
ENSG00000174963
ENSG00000084652
ENSG00000123444
ENSG00000159884
ENSG00000175130
ENSG00000173064
ENSG00000104522
ENSG00000171843
ENSG00000174928
ENSG00000165495
ENSG00000104524
ENSG00000205765
ENSG00000173166
ENSG00000173068
ENSG00000174628
ENSG00000103742
ENSG00000168439
ENSG00000144655
ENSG00000159873
ENSG00000151553
ENSG00000111727
ENSG00000124920
ENSG00000159871
ENSG00000001497
ENSG00000213337
ENSG00000052795
ENSG00000137200
ENSG00000169515
ENSG00000151690
ENSG00000212864
ENSG00000164818
ENSG00000115274
ENSG00000163444
ENSG00000164306
ENSG00000104613
ENSG00000104517
ENSG00000105185
ENSG00000143032
ENSG00000189057
ENSG00000134444
ENSG00000132478
ENSG00000123388
ENSG00000020633
ENSG00000140577
ENSG00000165309
ENSG00000070423
ENSG00000188167
ENSG00000168556
ENSG00000107679
ENSG00000100578
ENSG00000184682
ENSG00000143457
ENSG00000143458
ENSG00000175707
ENSG00000123130
ENSG00000184402
ENSG00000107771
ENSG00000160294
ENSG00000143793
ENSG00000185278
ENSG00000168566
ENSG00000104679
ENSG00000115350
ENSG00000168564
ENSG00000143443
ENSG00000161405
ENSG00000174720
ENSG00000107223
ENSG00000123815
ENSG00000146530
ENSG00000163428
ENSG00000187772
ENSG00000140553
ENSG00000237190
ENSG00000132394
ENSG00000089693
ENSG00000066084
ENSG00000144504
ENSG00000013392
ENSG00000149231
ENSG00000135480
ENSG00000100307
ENSG00000038532
ENSG00000169567
ENSG00000116017
ENSG00000173728
ENSG00000116001
ENSG00000143369
ENSG00000107902
ENSG00000143061
ENSG00000006042
ENSG00000105298
ENSG00000181350
ENSG00000088808
ENSG00000140538
ENSG00000254986
ENSG00000167699
ENSG00000160959
ENSG00000186666
ENSG00000115165
ENSG00000171735
ENSG00000119953
ENSG00000149243
ENSG00000143971
ENSG00000041802
ENSG00000075702
ENSG00000144426
ENSG00000198690
ENSG00000260027
ENSG00000105287
ENSG00000078328
ENSG00000171604
ENSG00000013374
ENSG00000069399
ENSG00000178149
ENSG00000138587
ENSG00000100320
ENSG00000126003
ENSG00000115423
ENSG00000187514
ENSG00000064932
ENSG00000180098
ENSG00000158467
ENSG00000179833
ENSG00000125741
ENSG00000125744
ENSG00000196132
ENSG00000185163
ENSG00000132424
ENSG00000158163
ENSG00000119522
ENSG00000112837
ENSG00000124784
ENSG00000125843
ENSG00000203740
ENSG00000087263
ENSG00000243156
ENSG00000204219
ENSG00000124788
ENSG00000166669
ENSG00000168517
ENSG00000154493
ENSG00000185875
ENSG00000105967
ENSG00000164654
ENSG00000125755
ENSG00000103932
ENSG00000145348
ENSG00000203485
ENSG00000124496
ENSG00000185963
ENSG00000166797
ENSG00000144485
ENSG00000126254
ENSG00000153823
ENSG00000125850
ENSG00000176046
ENSG00000119138
ENSG00000168894
ENSG00000102401
ENSG00000130413
ENSG00000008517
ENSG00000111667
ENSG00000153406
ENSG00000082269
ENSG00000226887
ENSG00000196943
ENSG00000186918
ENSG00000141497
ENSG00000110906
ENSG00000110711
ENSG00000020577
ENSG00000164897
ENSG00000103942
ENSG00000046647
ENSG00000152133
ENSG00000179021
ENSG00000137185
ENSG00000167914
ENSG00000074603
ENSG00000092931
ENSG00000125962
ENSG00000144354
ENSG00000133103
ENSG00000143222
ENSG00000165388
ENSG00000145365
ENSG00000121068
ENSG00000177706
ENSG00000153310
ENSG00000138182
ENSG00000198169
ENSG00000159733
ENSG00000119801
ENSG00000204428
ENSG00000177051
ENSG00000105643
ENSG00000021574
ENSG00000186814
ENSG00000019995
ENSG00000196227
ENSG00000101493
ENSG00000124795
ENSG00000137055
ENSG00000151883
ENSG00000152242
ENSG00000183621
ENSG00000083842
ENSG00000137266
ENSG00000100105
ENSG00000198231
ENSG00000079785
ENSG00000177731
ENSG00000150773
ENSG00000100109
ENSG00000185728
ENSG00000114120
ENSG00000076604
ENSG00000099860
ENSG00000110046
ENSG00000100632
ENSG00000160207
ENSG00000120526
ENSG00000089916
ENSG00000196236
ENSG00000187823
ENSG00000196376
ENSG00000123610
ENSG00000004866
ENSG00000146834
ENSG00000131263
ENSG00000105866
ENSG00000179294
ENSG00000160226
ENSG00000113811
ENSG00000154920
ENSG00000184575
ENSG00000204348
ENSG00000124356
ENSG00000112701
ENSG00000133422
ENSG00000124357
ENSG00000167522
ENSG00000164610
ENSG00000175643
ENSG00000110844
ENSG00000139146
ENSG00000105072
ENSG00000243207
ENSG00000111554
ENSG00000107164
ENSG00000167625
ENSG00000110031
ENSG00000157379
ENSG00000112159
ENSG00000008869
ENSG00000111450
ENSG00000138629
ENSG00000179262
ENSG00000100220
ENSG00000240972
ENSG00000168096
ENSG00000121988
ENSG00000088992
ENSG00000166780
ENSG00000006757
ENSG00000250588
ENSG00000099940
ENSG00000144597
ENSG00000133812
ENSG00000166788
ENSG00000104756
ENSG00000203668
ENSG00000133808
ENSG00000119640
ENSG00000159346
ENSG00000141258
ENSG00000124767
ENSG00000008256
ENSG00000184995
ENSG00000166582
ENSG00000196353
ENSG00000082126
ENSG00000111961
ENSG00000171806
ENSG00000186566
ENSG00000138785
ENSG00000146858
ENSG00000114439
ENSG00000151835
ENSG00000151838
ENSG00000138642
ENSG00000104450
ENSG00000107281
ENSG00000184863
ENSG00000177943
ENSG00000127334
ENSG00000213853
ENSG00000147592
ENSG00000090686
